Unnamed: 0,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,traffic,is_attack
3238755,10.10.10.252,43454,10.10.10.249,80,tcp,http,0.065050,279,0,S0,T,T,0,ScAD,5,547,0,0,-,0.042163,1,1,0,0,23.717536,23.717536,47.435073,1.0,32,32,32,32,32,32,1,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42162.895203,42162.895203,42162.895203,42162.895203,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42162.895203,42162.895203,42162.895203,42162.895203,0.0,0.0,0.0,0.0,0.0,0.0,301,507,301,507,slowread,1
2657690,10.10.10.247,5683,10.10.10.249,5683,udp,-,0.002466,100,0,S0,T,T,0,Dc,3,184,0,0,-,0.002292,3,3,3,3,1308.947467,1308.947467,2617.894934,1.0,24,8,8,24,8,8,0,0,0,0,0,0,0,0,0,0,32.0,35.0,100.0,33.333333,1.527525,34.0,35.0,103.0,34.333333,0.57735,32.0,35.0,203.0,33.833333,1.169045,1138.925552,1152.992249,2291.917801,1145.9589,9.946656,6626.12915,6862.878799,13489.00795,6744.503975,167.407282,1138.925552,6862.878799,20349.979401,4069.99588,2814.389561,88572.111932,3.0,3.0,100.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,20349.979401,20349.979401,20349.979401,20349.979401,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal,0
3174354,10.10.10.252,50464,10.10.10.249,80,tcp,-,-,-,-,OTH,T,T,0,Dc,1,77,0,0,-,0.000981,1,2,0,0,1019.271932,2038.543864,3057.815796,2.0,32,32,32,64,32,32,2,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.060913,1028.060913,1028.060913,1028.060913,0.0,46.96846,981.092453,1028.060913,514.030457,660.52541,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.060913,1028.060913,1028.060913,1028.060913,0.0,0.0,0.0,0.0,0.0,0.0,502,508,502,508,slowloris,1
3196492,10.10.10.252,54586,10.10.10.249,80,tcp,http,0.020738,222,0,S0,T,T,0,ScAD,3,386,0,0,-,0.0,1,1,1,0,0.0,0.0,0.0,1.0,32,32,32,32,32,32,0,0,0,1,0,2,0,0,0,0,44.0,44.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,22.0,31.112698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.978867,159.978867,159.978867,159.978867,0.0,0.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.978867,159.978867,159.978867,159.978867,0.0,0.0,0.0,0.0,0.0,0.0,502,508,502,508,slowloris,1
2235025,10.10.10.252,63895,10.10.10.249,3010,tcp,-,0.000118,0,0,REJ,T,T,0,Sr,1,44,1,40,-,8e-05,1,1,0,0,12483.047619,12483.047619,24966.095238,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.108643,80.108643,80.108643,80.108643,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.108643,80.108643,80.108643,80.108643,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
3240384,10.10.10.252,54568,10.10.10.249,80,tcp,-,0.000327,0,0,RSTR,T,T,0,Fr,1,52,1,40,-,0.000185,1,1,0,0,5405.030928,5405.030928,10810.061856,1.0,32,32,32,20,20,20,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.012817,185.012817,185.012817,185.012817,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.012817,185.012817,185.012817,185.012817,0.0,0.0,0.0,0.0,0.0,0.0,1152,0,1152,0,slowread,1
67587,10.10.10.252,48012,10.10.10.249,80,tcp,-,0.063073,13192,0,SH,T,T,0,ScACF,4,216,0,0,-,0.060639,6,6,2,1,98.946378,98.946378,197.892757,1.0,200,32,40,200,32,40,2,2,0,2,1,11,0,0,0,0,0.0,7240.0,13181.0,2196.833333,3428.020444,0.0,152.0,152.0,25.333333,62.05374,0.0,7240.0,13333.0,1111.083333,2574.739368,10.01358,37377.83432,60638.904572,12127.780914,16342.444088,40.054321,38212.060928,60678.958893,12135.791779,17341.870583,10.01358,37377.83432,60774.087906,5524.917082,12109.899114,219875.34396,6.0,6.0,13181.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,60774.087906,60774.087906,60774.087906,60774.087906,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,501,501,apachekiller,1
1886572,10.10.10.252,48846,10.10.10.249,63367,tcp,-,0.000171,0,0,REJ,T,T,0,Sr,1,44,1,40,-,4.8e-05,1,1,0,0,20763.881188,20763.881188,41527.762376,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.160553,48.160553,48.160553,48.160553,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.160553,48.160553,48.160553,48.160553,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
2018563,10.10.10.252,41204,10.10.10.249,43592,tcp,-,7.1e-05,0,0,REJ,T,T,0,Sr,1,44,1,40,-,5.2e-05,1,1,0,0,19239.926606,19239.926606,38479.853211,1.0,24,24,24,20,20,20,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.97525,51.97525,51.97525,51.97525,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.97525,51.97525,51.97525,51.97525,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,1024,0,netscan,1
3081774,10.10.10.252,41674,10.10.10.249,80,tcp,http,0.022257,439,0,S0,T,T,0,ScAD,4,655,0,0,-,0.041284,5,4,2,1,121.112048,96.889638,218.001686,0.8,168,32,40,136,32,40,0,2,0,2,1,8,0,0,0,0,0.0,439.0,468.0,93.6,193.492377,0.0,309.0,309.0,77.25,154.5,0.0,439.0,777.0,86.333333,166.569055,922.203064,20241.02211,41284.08432,10321.02108,10505.486778,591.039658,61438.798904,83206.892014,27735.630671,30949.533966,59.127808,41981.935501,83266.019821,10408.252478,15360.56614,18820.812252,5.0,4.0,468.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,83266.019821,83266.019821,83266.019821,83266.019821,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,501,506,rudeadyet,1
975417,111.89.50.71,55208,81.114.23.11,54853,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
370692,165.234.121.93,14782,229.157.221.122,52383,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
2303843,10.10.10.248,32770,10.10.10.249,1883,tcp,mqtt,4.058007,30,0,OTH,T,T,0,Dc,5,290,0,0,-,0.002082,3,3,3,3,1440.846445,1440.846445,2881.692889,1.0,24,8,8,24,8,8,0,0,0,0,0,0,0,0,0,0,32.0,35.0,100.0,33.333333,1.527525,34.0,35.0,103.0,34.333333,0.57735,32.0,35.0,203.0,33.833333,1.169045,992.059708,1090.049744,2082.109451,1041.054726,69.289419,6736.040115,8822.917938,15558.958054,7779.479027,1475.64546,992.059708,8822.917938,22833.108902,4566.62178,3466.901705,97497.276079,3.0,3.0,100.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,22833.108902,22833.108902,22833.108902,22833.108902,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal,0
3166375,10.10.10.252,53554,10.10.10.249,80,tcp,-,-,-,-,OTH,T,T,0,Dc,1,90,0,0,-,0.02209,4,3,1,1,181.077753,135.808315,316.886068,0.75,136,32,40,104,32,40,0,2,0,1,1,6,0,0,0,0,0.0,439.0,439.0,109.75,219.5,0.0,309.0,309.0,103.0,178.401233,0.0,439.0,748.0,106.857143,186.31195,1097.917557,19568.920135,22089.958191,7363.319397,10571.610865,424.146652,20645.856857,21070.00351,10535.001755,14298.908413,46.014786,19568.920135,22089.958191,3681.659698,7794.515554,33861.53987,4.0,3.0,439.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,22089.958191,22089.958191,22089.958191,22089.958191,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,500,506,rudeadyet,1
3243020,10.10.10.252,56926,10.10.10.249,80,tcp,-,0.000264,0,0,RSTR,T,T,0,Fr,1,52,1,40,-,0.064668,5,4,1,2,77.318065,61.854452,139.172517,0.8,168,32,40,136,32,40,0,2,0,1,1,8,0,0,0,0,0.0,235.0,235.0,47.0,105.095195,0.0,576.0,850.0,212.5,274.606992,0.0,576.0,1085.0,120.555556,203.492697,967.979431,42050.83847,64667.94014,16166.985035,19338.12564,221.967697,20803.928375,21578.073502,7192.691167,11788.833418,42.915344,42050.83847,64667.94014,8083.492517,15318.575761,16778.020108,5.0,4.0,235.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,64667.94014,64667.94014,64667.94014,64667.94014,0.0,0.0,0.0,0.0,0.0,0.0,1152,65160,302,508,slowread,1
95490,10.10.10.252,44862,10.10.10.0,137,udp,dns,-,-,-,S0,T,T,0,D,1,78,0,0,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,arpspoofing,1
3170846,10.10.10.252,58670,10.10.10.249,80,tcp,-,0.001010,0,0,SH,T,T,0,^cF,1,52,0,0,-,0.0,1,1,1,0,0.0,0.0,0.0,1.0,32,32,32,32,32,32,0,0,0,1,0,2,0,0,0,0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,16.5,23.334524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.002853,283.002853,283.002853,283.002853,0.0,0.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.002853,283.002853,283.002853,283.002853,0.0,0.0,0.0,0.0,0.0,0.0,502,508,502,508,slowloris,1
796996,171.16.17.64,33492,99.28.34.27,20466,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
3148417,10.10.10.252,38946,10.10.10.249,80,tcp,http,0.022282,335,0,S0,T,T,0,ScAD,4,551,0,0,-,0.015058,1,2,0,0,66.409703,132.819405,199.229108,2.0,32,32,32,64,32,32,2,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15105.962753,15105.962753,15105.962753,15105.962753,0.0,47.922134,15058.040619,15105.962753,7552.981377,10613.756567,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15105.962753,15105.962753,15105.962753,15105.962753,0.0,0.0,0.0,0.0,0.0,0.0,501,507,501,507,rudeadyet,1
3234254,10.10.10.252,56778,10.10.10.249,80,tcp,-,0.045842,0,0,OTH,T,T,0,^cA,1,52,0,0,-,0.043173,1,1,0,0,23.162585,23.162585,46.325169,1.0,32,32,32,32,32,32,1,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43173.074722,43173.074722,43173.074722,43173.074722,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43173.074722,43173.074722,43173.074722,43173.074722,0.0,0.0,0.0,0.0,0.0,0.0,301,508,301,508,slowread,1
67124,10.10.10.252,46636,10.10.10.249,80,tcp,-,0.062791,13192,0,SH,T,T,0,ScACF,4,216,0,0,-,0.057792,6,6,2,1,103.820691,103.820691,207.641382,1.0,200,32,40,200,32,40,2,2,0,2,1,11,0,0,0,0,0.0,7240.0,13192.0,2198.666667,3430.425435,0.0,152.0,152.0,25.333333,62.05374,0.0,7240.0,13344.0,1112.0,2576.616527,10.01358,38913.965225,57791.948318,11558.389664,16583.578322,39.100647,39768.93425,57791.948318,11558.389664,17404.16026,10.01358,38913.965225,57907.819748,5264.34725,12087.600332,230897.216451,6.0,6.0,13192.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,57907.819748,57907.819748,57907.819748,57907.819748,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,501,501,apachekiller,1
1769453,10.10.10.252,52247,10.10.10.249,1883,tcp,mqtt,4.716561,4434,0,OTH,T,T,0,DcAc,50,7034,0,0,-,4.765318,50,25,25,25,10.492479,5.246239,15.738718,0.5,1600,32,32,800,32,32,0,0,0,25,25,75,0,0,0,0,0.0,183.0,4403.0,88.06,89.005941,4.0,4.0,100.0,4.0,0.0,0.0,183.0,4503.0,60.04,82.687043,1625.061035,214377.880096,4765318.155289,97251.390924,97501.056796,180656.909943,216463.804245,4762952.08931,198456.337055,10505.275032,179.052353,214377.880096,4765318.155289,64396.191288,91622.045245,944.952646,50.0,25.0,4403.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4765318.155289,4765318.155289,4765318.155289,4765318.155289,0.0,0.0,0.0,0.0,0.0,0.0,502,1632,502,1833,mqttmalaria,1
3240934,10.10.10.252,60818,10.10.10.249,80,tcp,-,0.000132,0,0,RSTR,T,T,0,Fr,1,52,1,40,-,9.5e-05,1,1,0,0,10538.452261,10538.452261,21076.904523,1.0,32,32,32,20,20,20,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.890594,94.890594,94.890594,94.890594,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.890594,94.890594,94.890594,94.890594,0.0,0.0,0.0,0.0,0.0,0.0,1152,0,1152,0,slowread,1
2820236,10.10.10.249,45938,172.22.1.101,53,udp,dns,0.063365,0,477,SHR,T,T,0,Cd,0,0,1,505,-,0.002087,3,3,3,3,1437.389993,1437.389993,2874.779986,1.0,24,8,8,24,8,8,0,0,0,0,0,0,0,0,0,0,32.0,35.0,100.0,33.333333,1.527525,34.0,35.0,103.0,34.333333,0.57735,32.0,35.0,203.0,33.833333,1.169045,1010.17952,1076.936722,2087.116241,1043.558121,47.20447,6603.002548,6710.05249,13313.055038,6656.527519,75.69574,1010.17952,6710.05249,20429.134369,4085.826874,2855.926556,97263.389536,3.0,3.0,100.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,20429.134369,20429.134369,20429.134369,20429.134369,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal,0
3095463,10.10.10.252,55842,10.10.10.249,80,tcp,http,1.189789,425,0,S0,T,T,0,ScAD,5,693,0,0,-,0.022439,4,3,1,1,178.26104,133.69578,311.956819,0.75,136,32,40,104,32,40,0,2,0,1,1,6,0,0,0,0,0.0,483.0,483.0,120.75,241.5,0.0,711.0,711.0,237.0,410.496041,0.0,711.0,1194.0,170.571429,298.649101,1017.093658,19720.077515,22439.002991,7479.667664,10606.033263,638.961792,20733.833313,21372.795105,10686.397552,14209.21992,63.896179,19720.077515,22439.002991,3739.833832,7839.392476,53210.920311,4.0,3.0,483.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,22439.002991,22439.002991,22439.002991,22439.002991,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,497,506,rudeadyet,1
3240745,10.10.10.252,43382,10.10.10.249,80,tcp,-,0.000178,0,0,RSTR,T,T,0,Fr,1,52,1,40,-,0.069112,5,4,1,2,72.346271,57.877017,130.223288,0.8,168,32,40,136,32,40,0,2,0,1,1,8,0,0,0,0,0.0,175.0,175.0,35.0,78.262379,0.0,576.0,850.0,212.5,274.606992,0.0,576.0,1025.0,113.888889,200.231394,1042.127609,46236.991882,69112.062454,17278.015614,21150.511604,375.032425,20832.061768,21933.078766,7311.026255,11710.874982,46.96846,46236.991882,69112.062454,8639.007807,16631.786954,14830.985556,5.0,4.0,175.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,69112.062454,69112.062454,69112.062454,69112.062454,0.0,0.0,0.0,0.0,0.0,0.0,1152,65160,302,508,slowread,1
854044,92.231.80.26,61815,22.59.249.46,12254,tcp,-,-,-,-,OTH,F,F,0,-,0,0,0,0,-,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,camoverflow,1
1799301,10.10.10.252,56871,10.10.10.249,1883,tcp,mqtt,4.905067,4472,0,OTH,T,T,0,DcAc,50,7072,0,0,-,4.875644,50,25,25,25,10.255056,5.127528,15.382583,0.5,1600,32,32,800,32,32,0,0,0,25,25,75,0,0,0,0,0.0,191.0,4396.0,87.92,88.905325,4.0,4.0,100.0,4.0,0.0,0.0,191.0,4496.0,59.946667,82.583274,1049.995422,216078.042984,4875643.968582,99502.938134,100137.222813,180619.955063,218000.888824,4870599.031448,202941.62631,12617.386922,161.170959,216078.042984,4875643.968582,65887.080657,94008.787939,922.1346,50.0,25.0,4396.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4875643.968582,4875643.968582,4875643.968582,4875643.968582,0.0,0.0,0.0,0.0,0.0,0.0,502,1347,502,1548,mqttmalaria,1
3069131,10.10.10.252,40822,10.10.10.249,80,tcp,-,0.003119,0,0,SH,T,T,0,^cF,1,52,0,0,-,0.0,1,1,1,0,0.0,0.0,0.0,1.0,32,32,32,32,32,32,0,0,0,1,0,2,0,0,0,0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,10.5,14.849242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44206.857681,44206.857681,44206.857681,44206.857681,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44206.857681,44206.857681,44206.857681,44206.857681,0.0,0.0,0.0,0.0,0.0,0.0,501,506,501,506,rudeadyet,1
90789,10.10.10.252,41401,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,75,0,0,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,arpspoofing,1
2845613,10.10.10.247,5683,10.10.10.249,5683,udp,-,0.002266,100,0,S0,T,T,0,Dc,3,184,0,0,-,0.002325,3,3,3,3,1290.290402,1290.290402,2580.580804,1.0,24,8,8,24,8,8,0,0,0,0,0,0,0,0,0,0,32.0,35.0,100.0,33.333333,1.527525,34.0,35.0,103.0,34.333333,0.57735,32.0,35.0,203.0,33.833333,1.169045,1152.992249,1172.065735,2325.057983,1162.528992,13.486992,6553.888321,7380.962372,13934.850693,6967.425346,584.82967,1152.992249,7380.962372,20401.954651,4080.39093,2917.352439,87309.650533,3.0,3.0,100.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,20401.954651,20401.954651,20401.954651,20401.954651,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal,0
91261,10.10.10.252,50747,10.10.10.0,137,udp,dns,-,-,-,S0,T,T,0,D,1,78,0,0,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,arpspoofing,1
3180700,10.10.10.252,42932,10.10.10.249,80,tcp,-,0.000960,0,0,SH,T,T,0,^cF,1,52,0,0,-,0.020667,3,2,1,0,145.158414,96.772276,241.930691,0.666667,104,32,40,72,32,40,0,2,0,1,0,4,0,0,0,0,0.0,277.0,277.0,92.333333,159.926025,0.0,0.0,0.0,0.0,0.0,0.0,277.0,277.0,55.4,123.878166,998.020172,19669.055939,20667.076111,10333.538055,13202.416002,20645.141602,20645.141602,20645.141602,20645.141602,0.0,44.107437,19669.055939,20711.183548,5177.795887,9669.684086,13402.960269,3.0,2.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20711.183548,20711.183548,20711.183548,20711.183548,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,502,507,slowloris,1
87333,10.10.10.252,12345,224.0.0.251,5353,udp,dns,-,-,-,S0,T,F,0,D,1,74,0,0,-,0.0,1,0,1,0,0.0,0.0,0.0,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,arpspoofing,1
68390,10.10.10.252,56116,10.10.10.249,80,tcp,-,0.063520,13181,0,SH,T,T,0,ScACF,4,216,0,0,-,0.062722,6,6,2,1,95.660264,95.660264,191.320528,1.0,200,32,40,200,32,40,2,2,0,2,1,11,0,0,0,0,0.0,7240.0,13236.0,2206.0,3440.087208,0.0,152.0,152.0,25.333333,62.05374,0.0,7240.0,13388.0,1115.666667,2584.150549,477.790833,38795.948029,62721.967697,12544.393539,16678.402057,135.89859,39916.038513,62764.883041,12552.976608,17975.406651,45.061111,38795.948029,62832.832336,5712.075667,12406.461899,213449.936147,6.0,6.0,13236.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,62832.832336,62832.832336,62832.832336,62832.832336,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,501,501,apachekiller,1
